lat,lng
38.586054838111764,-121.35156891609856
38.58596363558519,-121.35161655386838
38.58591017198125,-121.35164943063911
38.585865094794066,-121.3516883460004
38.58581215527066,-121.35174135140626
38.58575921570821,-121.3518077759022
